id,cons,shop,left,width,top,height
5651,2177,39570,693,898,1177,1621
5651,2177,39570,664,1160,571,2291
5651,2177,39571,1707,6,641,6
5651,2177,39571,693,898,1177,1621
5651,2177,39571,664,1160,571,2291
5651,8035,39568,211,288,411,392
5651,8035,39568,154,345,420,377
5651,8035,39569,211,288,411,392
5651,8035,39569,154,345,420,377
5651,8035,39570,211,288,411,392
5651,8035,39570,154,345,420,377
5651,8035,39571,211,288,411,392
5651,8035,39571,154,345,420,377
5651,6817,39568,18,292,94,431
5651,6817,39568,37,234,108,387
5651,6817,39569,18,292,94,431
5651,6817,39569,37,234,108,387
5651,6817,39570,18,292,94,431
5651,6817,39570,37,234,108,387
5651,6817,39571,18,292,94,431
5651,6817,39571,37,234,108,387
2600,10135,43126,1159,601,1398,1242
2600,10135,43126,1107,747,1492,1044
2600,10135,43127,1159,601,1398,1242
2600,10135,43127,1107,747,1492,1044
2600,10135,43128,1159,601,1398,1242
2600,10135,43128,1107,747,1492,1044
2600,10135,43129,1159,601,1398,1242
2600,10135,43129,1107,747,1492,1044
2600,10135,43130,1159,601,1398,1242
2600,10135,43130,1107,747,1492,1044
2600,13826,43126,33,347,592,128
2600,13826,43126,22,398,544,173
2600,13826,43127,33,347,592,128
2600,13826,43127,22,398,544,173
2600,13826,43128,33,347,592,128
2600,13826,43128,22,398,544,173
2600,13826,43129,33,347,592,128
2600,13826,43129,22,398,544,173
2600,13826,43130,33,347,592,128
2600,13826,43130,22,398,544,173
2600,15922,43126,4,887,1350,1365
2600,15922,43126,18,714,1415,1172
2600,15922,43127,4,887,1350,1365
2600,15922,43127,18,714,1415,1172
2600,15922,43128,4,887,1350,1365
2600,15922,43128,18,714,1415,1172
2600,15922,43129,4,887,1350,1365
2600,15922,43129,18,714,1415,1172
2600,15922,43130,4,887,1350,1365
2600,15922,43130,18,714,1415,1172
1579,3982,63011,903,1125,874,2075
1579,3982,63012,903,1125,874,2075
1579,3982,63013,903,1125,874,2075
1579,3982,63014,903,1125,874,2075
2604,11422,42157,650,650,1120,1595
2604,11422,42157,695,630,1140,1460
2604,11422,42158,650,650,1120,1595
2604,11422,42158,695,630,1140,1460
2604,11422,42159,650,650,1120,1595
2604,11422,42159,695,630,1140,1460
2604,11422,42160,650,650,1120,1595
2604,11422,42160,695,630,1140,1460
556,8497,81665,585,810,1320,1240
556,8497,81665,670,680,1335,1230
556,8497,81666,585,810,1320,1240
556,8497,81666,670,680,1335,1230
556,8497,81667,585,810,1320,1240
556,8497,81667,670,680,1335,1230
556,8497,81668,585,810,1320,1240
556,8497,81668,670,680,1335,1230
556,8497,81669,585,810,1320,1240
556,8497,81669,670,680,1335,1230
3124,8442,82442,590,392,1229,783
3124,8442,82442,553,466,1206,852
3124,8442,82443,590,392,1229,783
3124,8442,82443,553,466,1206,852
3124,8442,82444,590,392,1229,783
3124,8442,82444,553,466,1206,852
3124,8442,82445,590,392,1229,783
3124,8442,82445,553,466,1206,852
2104,10634,38441,130,172,288,307
2104,10634,38441,147,216,114,450
2104,10634,38442,130,172,288,307
2104,10634,38442,147,216,114,450
2104,10634,38443,130,172,288,307
2104,10634,38443,147,216,114,450
2104,10634,38444,130,172,288,307
2104,10634,38444,147,216,114,450
2104,10634,38445,130,172,288,307
2104,10634,38445,147,216,114,450
2104,329898,38441,285,439,1546,417
2104,329898,38441,215,608,1364,622
2104,329898,38442,285,439,1546,417
2104,329898,38442,215,608,1364,622
2104,329898,38443,285,439,1546,417
2104,329898,38443,215,608,1364,622
2104,329898,38444,285,439,1546,417
2104,329898,38444,215,608,1364,622
2104,329898,38445,285,439,1546,417
2104,329898,38445,215,608,1364,622
2109,1814,97505,431,488,840,1198
2109,1814,97505,461,473,818,1232
2109,1814,97506,431,488,840,1198
2109,1814,97506,461,473,818,1232
2109,1814,97507,431,488,840,1198
2109,1814,97507,461,473,818,1232
582,18524,40597,751,752,1159,1487
582,18524,40597,687,706,1328,1213
582,18524,40598,751,752,1159,1487
582,18524,40598,687,706,1328,1213
582,18524,40599,751,752,1159,1487
582,18524,40599,687,706,1328,1213
582,18524,40600,751,752,1159,1487
582,18524,40600,687,706,1328,1213
582,18524,40601,751,752,1159,1487
582,18524,40601,687,706,1328,1213
582,9302,40597,804,548,1094,219
582,9302,40597,752,872,1870,781
582,9302,40597,790,572,1061,277
582,9302,40597,847,800,1823,834
582,9302,40598,804,548,1094,219
582,9302,40598,752,872,1870,781
582,9302,40598,790,572,1061,277
582,9302,40598,847,800,1823,834
582,9302,40599,804,548,1094,219
582,9302,40599,752,872,1870,781
582,9302,40599,790,572,1061,277
582,9302,40599,847,800,1823,834
582,9302,40600,804,548,1094,219
582,9302,40600,752,872,1870,781
582,9302,40600,790,572,1061,277
582,9302,40600,847,800,1823,834
582,9302,40601,804,548,1094,219
582,9302,40601,752,872,1870,781
582,9302,40601,790,572,1061,277
582,9302,40601,847,800,1823,834
582,18146,40597,108,377,615,548
582,18146,40597,143,379,610,559
582,18146,40598,108,377,615,548
582,18146,40598,143,379,610,559
582,18146,40599,108,377,615,548
582,18146,40599,143,379,610,559
582,18146,40600,108,377,615,548
582,18146,40600,143,379,610,559
582,18146,40601,108,377,615,548
582,18146,40601,143,379,610,559
582,12737,40597,36,499,749,1088
582,12737,40597,731,398,763,1152
582,12737,40597,256,320,772,1107
582,12737,40597,726,416,736,1116
582,12737,40597,41,293,822,1006
582,12737,40598,36,499,749,1088
582,12737,40598,731,398,763,1152
582,12737,40598,256,320,772,1107
582,12737,40598,726,416,736,1116
582,12737,40598,41,293,822,1006
582,12737,40599,36,499,749,1088
582,12737,40599,731,398,763,1152
582,12737,40599,256,320,772,1107
582,12737,40599,726,416,736,1116
582,12737,40599,41,293,822,1006
582,12737,40600,36,499,749,1088
582,12737,40600,731,398,763,1152
582,12737,40600,256,320,772,1107
582,12737,40600,726,416,736,1116
582,12737,40600,41,293,822,1006
582,12737,40601,36,499,749,1088
582,12737,40601,731,398,763,1152
582,12737,40601,256,320,772,1107
582,12737,40601,726,416,736,1116
582,12737,40601,41,293,822,1006
5194,330013,40933,376,541,1458,997
5194,330013,40933,354,506,1498,957
5194,330013,40935,376,541,1458,997
5194,330013,40935,354,506,1498,957
5194,330013,40937,376,541,1458,997
5194,330013,40937,354,506,1498,957
5194,330013,40938,376,541,1458,997
5194,330013,40938,354,506,1498,957
586,4617,26043,167,114,291,339
586,4617,26043,258,102,288,349
586,4617,26043,184,160,278,347
586,4617,26044,167,114,291,339
586,4617,26044,258,102,288,349
586,4617,26044,184,160,278,347
586,4617,26045,167,114,291,339
586,4617,26045,258,102,288,349
586,4617,26045,184,160,278,347
76,13811,48661,246,574,484,715
76,13811,48661,311,539,403,627
76,13811,48662,246,574,484,715
76,13811,48662,311,539,403,627
76,13811,48663,246,574,484,715
76,13811,48663,311,539,403,627
76,13811,48664,246,574,484,715
76,13811,48664,311,539,403,627
1105,8897,19171,132,438,518,528
1105,8897,19172,132,438,518,528
1105,8897,19173,132,438,518,528
1105,8897,19174,132,438,518,528
1105,8897,19175,132,438,518,528
3666,11294,85328,595,165,458,337
3666,11294,85328,559,193,437,298
3666,11294,85329,595,165,458,337
3666,11294,85329,559,193,437,298
3666,11294,85330,595,165,458,337
3666,11294,85330,559,193,437,298
3666,11294,85331,595,165,458,337
3666,11294,85331,559,193,437,298
3666,11294,85332,595,165,458,337
3666,11294,85332,559,193,437,298
3666,12466,85328,308,298,693,403
3666,12466,85328,352,222,732,374
3666,12466,85329,308,298,693,403
3666,12466,85329,352,222,732,374
3666,12466,85330,308,298,693,403
3666,12466,85330,352,222,732,374
3666,12466,85331,308,298,693,403
3666,12466,85331,352,222,732,374
3666,12466,85332,308,298,693,403
3666,12466,85332,352,222,732,374
2131,2677,19825,1958,1135,1095,2114
2131,2677,19825,272,1081,1080,2052
2131,2677,19825,1888,1306,1173,1959
2131,2677,19825,318,1042,1134,2029
2131,2677,19826,1958,1135,1095,2114
2131,2677,19826,272,1081,1080,2052
2131,2677,19826,1888,1306,1173,1959
2131,2677,19826,318,1042,1134,2029
2131,2677,19827,1958,1135,1095,2114
2131,2677,19827,272,1081,1080,2052
2131,2677,19827,1888,1306,1173,1959
2131,2677,19827,318,1042,1134,2029
2131,2677,19828,1958,1135,1095,2114
2131,2677,19828,272,1081,1080,2052
2131,2677,19828,1888,1306,1173,1959
2131,2677,19828,318,1042,1134,2029
2647,863,55170,148,159,375,269
2647,863,55170,155,160,367,282
2647,863,55171,148,159,375,269
2647,863,55171,155,160,367,282
2647,863,55172,148,159,375,269
2647,863,55172,155,160,367,282
2647,863,55173,148,159,375,269
2647,863,55173,155,160,367,282
3673,15369,88298,271,387,219,576
3673,15369,88298,354,242,604,363
3673,15369,88299,271,387,219,576
3673,15369,88299,354,242,604,363
3673,15369,88300,271,387,219,576
3673,15369,88300,354,242,604,363
3673,15369,88301,271,387,219,576
3673,15369,88301,354,242,604,363
3673,15369,88302,271,387,219,576
3673,15369,88302,354,242,604,363
1115,4927,75905,675,880,1180,1435
1115,4927,75906,675,880,1180,1435
1115,4927,75907,675,880,1180,1435
1115,4927,75908,675,880,1180,1435
1115,4927,75909,675,880,1180,1435
2653,330506,18900,263,517,887,966
2653,330506,18900,1180,620,906,942
2653,330506,18901,263,517,887,966
2653,330506,18901,1180,620,906,942
2653,330506,18902,263,517,887,966
2653,330506,18902,1180,620,906,942
2653,330506,18903,263,517,887,966
2653,330506,18903,1180,620,906,942
2653,8299,18900,384,204,464,568
2653,8299,18901,384,204,464,568
2653,8299,18902,384,204,464,568
2653,8299,18903,384,204,464,568
2653,4739,18900,497,483,917,1131
2653,4739,18901,497,483,917,1131
2653,4739,18902,497,483,917,1131
2653,4739,18903,497,483,917,1131
2653,4367,18900,608,680,1550,1235
2653,4367,18901,608,680,1550,1235
2653,4367,18902,608,680,1550,1235
2653,4367,18903,608,680,1550,1235
2653,18804,18900,124,727,936,1718
2653,18804,18901,124,727,936,1718
2653,18804,18902,124,727,936,1718
2653,18804,18903,124,727,936,1718
2653,11888,18900,570,450,954,933
2653,11888,18901,570,450,954,933
2653,11888,18902,570,450,954,933
2653,11888,18903,570,450,954,933
1118,16441,60101,573,1001,2062,783
1118,16441,60101,436,1171,1597,1248
1118,16441,60102,573,1001,2062,783
1118,16441,60102,436,1171,1597,1248
1118,16441,60103,573,1001,2062,783
1118,16441,60103,436,1171,1597,1248
616,11060,85196,432,887,2291,1562
616,11060,85196,439,935,2215,1617
616,11060,85197,432,887,2291,1562
616,11060,85197,439,935,2215,1617
616,11060,85198,432,887,2291,1562
616,11060,85198,439,935,2215,1617
616,11060,85199,432,887,2291,1562
616,11060,85199,439,935,2215,1617
616,14822,85196,556,1010,1823,1714
616,14822,85196,597,928,1740,1886
616,14822,85197,556,1010,1823,1714
616,14822,85197,597,928,1740,1886
616,14822,85198,556,1010,1823,1714
616,14822,85198,597,928,1740,1886
616,14822,85199,556,1010,1823,1714
616,14822,85199,597,928,1740,1886
2669,18244,18923,740,785,980,645
2669,18244,18924,740,785,980,645
2669,18244,18925,740,785,980,645
2669,18244,18926,740,785,980,645
2669,11573,18923,480,713,1664,1377
2669,11573,18924,480,713,1664,1377
2669,11573,18925,480,713,1664,1377
2669,11573,18926,480,713,1664,1377
2669,11824,18923,714,646,1722,1533
2669,11824,18924,714,646,1722,1533
2669,11824,18925,714,646,1722,1533
2669,11824,18926,714,646,1722,1533
2669,12082,18923,311,624,1260,1198
2669,12082,18924,311,624,1260,1198
2669,12082,18925,311,624,1260,1198
2669,12082,18926,311,624,1260,1198
2162,4108,74972,205,148,246,293
2162,4108,74972,224,119,268,276
2162,4108,74973,205,148,246,293
2162,4108,74973,224,119,268,276
2162,4108,74975,205,148,246,293
2162,4108,74975,224,119,268,276
2162,4108,74976,205,148,246,293
2162,4108,74976,224,119,268,276
2684,11402,29796,819,220,652,381
2684,11402,29796,234,214,633,427
2684,11402,29796,225,226,667,357
2684,11402,29796,844,171,658,348
2684,11402,29797,819,220,652,381
2684,11402,29797,234,214,633,427
2684,11402,29797,225,226,667,357
2684,11402,29797,844,171,658,348
2684,11402,29798,819,220,652,381
2684,11402,29798,234,214,633,427
2684,11402,29798,225,226,667,357
2684,11402,29798,844,171,658,348
2684,11402,29799,819,220,652,381
2684,11402,29799,234,214,633,427
2684,11402,29799,225,226,667,357
2684,11402,29799,844,171,658,348
2684,11402,97597,819,220,652,381
2684,11402,97597,234,214,633,427
2684,11402,97597,225,226,667,357
2684,11402,97597,844,171,658,348
2684,7863,29796,555,704,1606,713
2684,7863,29796,564,661,1632,695
2684,7863,29797,555,704,1606,713
2684,7863,29797,564,661,1632,695
2684,7863,29798,555,704,1606,713
2684,7863,29798,564,661,1632,695
2684,7863,29799,555,704,1606,713
2684,7863,29799,564,661,1632,695
2684,7863,97597,555,704,1606,713
2684,7863,97597,564,661,1632,695
2684,16917,29796,979,694,1754,1294
2684,16917,29796,950,304,1795,1178
2684,16917,29796,1247,397,1841,1172
2684,16917,29797,979,694,1754,1294
2684,16917,29797,950,304,1795,1178
2684,16917,29797,1247,397,1841,1172
2684,16917,29798,979,694,1754,1294
2684,16917,29798,950,304,1795,1178
2684,16917,29798,1247,397,1841,1172
2684,16917,29799,979,694,1754,1294
2684,16917,29799,950,304,1795,1178
2684,16917,29799,1247,397,1841,1172
2684,16917,97597,979,694,1754,1294
2684,16917,97597,950,304,1795,1178
2684,16917,97597,1247,397,1841,1172
2684,6575,29796,405,621,1217,474
2684,6575,29796,1606,457,1116,795
2684,6575,29796,1031,491,1161,767
2684,6575,29796,1031,553,1116,784
2684,6575,29797,405,621,1217,474
2684,6575,29797,1606,457,1116,795
2684,6575,29797,1031,491,1161,767
2684,6575,29797,1031,553,1116,784
2684,6575,29798,405,621,1217,474
2684,6575,29798,1606,457,1116,795
2684,6575,29798,1031,491,1161,767
2684,6575,29798,1031,553,1116,784
2684,6575,29799,405,621,1217,474
2684,6575,29799,1606,457,1116,795
2684,6575,29799,1031,491,1161,767
2684,6575,29799,1031,553,1116,784
2684,6575,97597,405,621,1217,474
2684,6575,97597,1606,457,1116,795
2684,6575,97597,1031,491,1161,767
2684,6575,97597,1031,553,1116,784
2684,7865,29796,416,235,358,474
2684,7865,29796,424,245,382,485
2684,7865,29797,416,235,358,474
2684,7865,29797,424,245,382,485
2684,7865,29798,416,235,358,474
2684,7865,29798,424,245,382,485
2684,7865,29799,416,235,358,474
2684,7865,29799,424,245,382,485
2684,7865,97597,416,235,358,474
2684,7865,97597,424,245,382,485
2684,7611,29796,365,655,1460,1290
2684,7611,29796,270,820,1460,1150
2684,7611,29797,365,655,1460,1290
2684,7611,29797,270,820,1460,1150
2684,7611,29798,365,655,1460,1290
2684,7611,29798,270,820,1460,1150
2684,7611,29799,365,655,1460,1290
2684,7611,29799,270,820,1460,1150
2684,7611,97597,365,655,1460,1290
2684,7611,97597,270,820,1460,1150
131,329854,40311,446,2,407,2
131,329854,40311,257,159,422,389
131,329854,40311,253,168,423,388
131,329854,40312,446,2,407,2
131,329854,40312,257,159,422,389
131,329854,40312,253,168,423,388
131,329854,40313,446,2,407,2
131,329854,40313,257,159,422,389
131,329854,40313,253,168,423,388
131,329854,40314,446,2,407,2
131,329854,40314,257,159,422,389
131,329854,40314,253,168,423,388
3717,9979,38740,157,189,229,310
3717,9979,38740,165,168,240,293
3717,9979,38741,157,189,229,310
3717,9979,38741,165,168,240,293
3717,9979,38742,157,189,229,310
3717,9979,38742,165,168,240,293
3717,9979,38743,157,189,229,310
3717,9979,38743,165,168,240,293
3717,9979,38744,157,189,229,310
3717,9979,38744,165,168,240,293
5256,17307,89010,169,212,452,354
5256,17307,89010,175,234,420,433
5256,17307,89011,169,212,452,354
5256,17307,89011,175,234,420,433
5256,17307,89012,169,212,452,354
5256,17307,89012,175,234,420,433
5256,17307,89013,169,212,452,354
5256,17307,89013,175,234,420,433
5258,98778,19625,109,288,699,571
5258,98778,19625,17,406,656,586
5258,98778,19626,109,288,699,571
5258,98778,19626,17,406,656,586
5258,98778,19627,109,288,699,571
5258,98778,19627,17,406,656,586
5258,98778,19628,109,288,699,571
5258,98778,19628,17,406,656,586
3723,10764,60885,228,169,260,339
3723,10764,60885,229,164,269,335
3723,10764,60886,228,169,260,339
3723,10764,60886,229,164,269,335
3723,10764,60887,228,169,260,339
3723,10764,60887,229,164,269,335
3723,10764,60888,228,169,260,339
3723,10764,60888,229,164,269,335
3723,1605,60885,440,731,1053,1719
3723,1605,60885,461,638,1079,1579
3723,1605,60886,440,731,1053,1719
3723,1605,60886,461,638,1079,1579
3723,1605,60887,440,731,1053,1719
3723,1605,60887,461,638,1079,1579
3723,1605,60888,440,731,1053,1719
3723,1605,60888,461,638,1079,1579
3723,15058,60885,318,641,999,1368
3723,15058,60885,354,614,1017,1313
3723,15058,60886,318,641,999,1368
3723,15058,60886,354,614,1017,1313
3723,15058,60887,318,641,999,1368
3723,15058,60887,354,614,1017,1313
3723,15058,60888,318,641,999,1368
3723,15058,60888,354,614,1017,1313
3723,16985,60885,64,211,411,229
3723,16985,60885,115,86,201,145
3723,16985,60885,425,116,397,197
3723,16985,60885,4,285,400,240
3723,16985,60886,64,211,411,229
3723,16985,60886,115,86,201,145
3723,16985,60886,425,116,397,197
3723,16985,60886,4,285,400,240
3723,16985,60887,64,211,411,229
3723,16985,60887,115,86,201,145
3723,16985,60887,425,116,397,197
3723,16985,60887,4,285,400,240
3723,16985,60888,64,211,411,229
3723,16985,60888,115,86,201,145
3723,16985,60888,425,116,397,197
3723,16985,60888,4,285,400,240
3723,2799,60885,273,313,477,745
3723,2799,60885,261,309,489,682
3723,2799,60886,273,313,477,745
3723,2799,60886,261,309,489,682
3723,2799,60887,273,313,477,745
3723,2799,60887,261,309,489,682
3723,2799,60888,273,313,477,745
3723,2799,60888,261,309,489,682
2186,5605,29773,545,990,1275,1195
2186,5605,29773,570,950,1275,1225
2186,5605,29774,545,990,1275,1195
2186,5605,29774,570,950,1275,1225
2186,5605,29775,545,990,1275,1195
2186,5605,29775,570,950,1275,1225
2186,5605,29776,545,990,1275,1195
2186,5605,29776,570,950,1275,1225
2186,5605,29777,545,990,1275,1195
2186,5605,29777,570,950,1275,1225
2704,8866,39328,486,450,1045,992
2704,8866,39328,555,4,1024,4
2704,8866,39328,486,450,1002,970
2704,8866,39330,486,450,1045,992
2704,8866,39330,555,4,1024,4
2704,8866,39330,486,450,1002,970
2704,8866,39331,486,450,1045,992
2704,8866,39331,555,4,1024,4
2704,8866,39331,486,450,1002,970
2704,8866,39332,486,450,1045,992
2704,8866,39332,555,4,1024,4
2704,8866,39332,486,450,1002,970
2704,8866,39333,486,450,1045,992
2704,8866,39333,555,4,1024,4
2704,8866,39333,486,450,1002,970
2704,13604,39328,79,218,239,365
2704,13604,39328,100,188,277,355
2704,13604,39330,79,218,239,365
2704,13604,39330,100,188,277,355
2704,13604,39331,79,218,239,365
2704,13604,39331,100,188,277,355
2704,13604,39332,79,218,239,365
2704,13604,39332,100,188,277,355
2704,13604,39333,79,218,239,365
2704,13604,39333,100,188,277,355
1180,14531,54635,555,1215,1300,975
1180,14531,54635,505,1280,1210,1060
1180,14531,54636,555,1215,1300,975
1180,14531,54636,505,1280,1210,1060
1180,14531,54637,555,1215,1300,975
1180,14531,54637,505,1280,1210,1060
1180,14531,54638,555,1215,1300,975
1180,14531,54638,505,1280,1210,1060
1180,14531,54639,555,1215,1300,975
1180,14531,54639,505,1280,1210,1060
1183,8519,73274,152,296,591,520
1183,8519,73274,134,318,636,503
1183,8519,73275,152,296,591,520
1183,8519,73275,134,318,636,503
1183,8519,73276,152,296,591,520
1183,8519,73276,134,318,636,503
1183,8519,73277,152,296,591,520
1183,8519,73277,134,318,636,503
1183,8519,73278,152,296,591,520
1183,8519,73278,134,318,636,503
1183,3455,73274,180,287,738,394
1183,3455,73274,176,298,745,381
1183,3455,73275,180,287,738,394
1183,3455,73275,176,298,745,381
1183,3455,73276,180,287,738,394
1183,3455,73276,176,298,745,381
1183,3455,73277,180,287,738,394
1183,3455,73277,176,298,745,381
1183,3455,73278,180,287,738,394
1183,3455,73278,176,298,745,381
163,12757,41338,431,324,709,633
163,12757,41338,440,307,721,595
163,12757,41339,431,324,709,633
163,12757,41339,440,307,721,595
163,12757,41340,431,324,709,633
163,12757,41340,440,307,721,595
163,12757,41341,431,324,709,633
163,12757,41341,440,307,721,595
163,12757,41342,431,324,709,633
163,12757,41342,440,307,721,595
3236,14934,74430,128,308,348,420
3236,14934,74430,168,240,382,364
3236,14934,74431,128,308,348,420
3236,14934,74431,168,240,382,364
3236,14934,74432,128,308,348,420
3236,14934,74432,168,240,382,364
3236,15978,74430,75,827,1458,1091
3236,15978,74430,199,562,1398,1156
3236,15978,74431,75,827,1458,1091
3236,15978,74431,199,562,1398,1156
3236,15978,74432,75,827,1458,1091
3236,15978,74432,199,562,1398,1156
3236,3750,74430,695,705,1150,1190
3236,3750,74430,790,565,1255,1125
3236,3750,74431,695,705,1150,1190
3236,3750,74431,790,565,1255,1125
3236,3750,74432,695,705,1150,1190
3236,3750,74432,790,565,1255,1125
165,10939,47383,789,488,900,531
165,10939,47383,740,537,900,451
165,10939,47385,789,488,900,531
165,10939,47385,740,537,900,451
165,10939,47387,789,488,900,531
165,10939,47387,740,537,900,451
165,10939,47388,789,488,900,531
165,10939,47388,740,537,900,451
1197,8576,35336,1149,1098,2600,1633
1197,8576,35336,1278,864,2566,1685
1197,8576,35337,1149,1098,2600,1633
1197,8576,35337,1278,864,2566,1685
1197,8576,35338,1149,1098,2600,1633
1197,8576,35338,1278,864,2566,1685
1197,8576,35339,1149,1098,2600,1633
1197,8576,35339,1278,864,2566,1685
2226,363636,39386,981,823,2815,1550
2226,363636,39386,884,964,2744,1683
2226,363636,39387,981,823,2815,1550
2226,363636,39387,884,964,2744,1683
2226,363636,39388,981,823,2815,1550
2226,363636,39388,884,964,2744,1683
2226,363636,39389,981,823,2815,1550
2226,363636,39389,884,964,2744,1683
2226,363636,39390,981,823,2815,1550
2226,363636,39390,884,964,2744,1683
4788,7367,19054,24,148,278,346
4788,7367,19054,245,154,260,359
4788,7367,19055,24,148,278,346
4788,7367,19055,245,154,260,359
4788,7367,19056,24,148,278,346
4788,7367,19056,245,154,260,359
4788,7367,19057,24,148,278,346
4788,7367,19057,245,154,260,359
4788,7367,97221,24,148,278,346
4788,7367,97221,245,154,260,359
4788,18145,19054,245,156,449,335
4788,18145,19055,245,156,449,335
4788,18145,19056,245,156,449,335
4788,18145,19057,245,156,449,335
4788,18145,97221,245,156,449,335
4788,495,19054,654,907,1864,1102
4788,495,19055,654,907,1864,1102
4788,495,19056,654,907,1864,1102
4788,495,19057,654,907,1864,1102
4788,495,97221,654,907,1864,1102
4788,5286,19054,686,647,1810,1830
4788,5286,19055,686,647,1810,1830
4788,5286,19056,686,647,1810,1830
4788,5286,19057,686,647,1810,1830
4788,5286,97221,686,647,1810,1830
4788,10563,19054,240,165,514,364
4788,10563,19055,240,165,514,364
4788,10563,19056,240,165,514,364
4788,10563,19057,240,165,514,364
4788,10563,97221,240,165,514,364
4788,4664,19054,170,260,304,308
4788,4664,19055,170,260,304,308
4788,4664,19056,170,260,304,308
4788,4664,19057,170,260,304,308
4788,4664,97221,170,260,304,308
4788,12825,19054,360,282,543,585
4788,12825,19055,360,282,543,585
4788,12825,19056,360,282,543,585
4788,12825,19057,360,282,543,585
4788,12825,97221,360,282,543,585
4788,18660,19054,306,170,300,226
4788,18660,19055,306,170,300,226
4788,18660,19056,306,170,300,226
4788,18660,19057,306,170,300,226
4788,18660,97221,306,170,300,226
4788,15425,19054,311,489,709,647
4788,15425,19055,311,489,709,647
4788,15425,19056,311,489,709,647
4788,15425,19057,311,489,709,647
4788,15425,97221,311,489,709,647
4788,8139,19054,171,484,608,356
4788,8139,19055,171,484,608,356
4788,8139,19056,171,484,608,356
4788,8139,19057,171,484,608,356
4788,8139,97221,171,484,608,356
4788,6050,19054,400,421,440,1181
4788,6050,19055,400,421,440,1181
4788,6050,19056,400,421,440,1181
4788,6050,19057,400,421,440,1181
4788,6050,97221,400,421,440,1181
4788,14663,19054,159,644,1250,600
4788,14663,19054,649,599,1581,1159
4788,14663,19055,159,644,1250,600
4788,14663,19055,649,599,1581,1159
4788,14663,19056,159,644,1250,600
4788,14663,19056,649,599,1581,1159
4788,14663,19057,159,644,1250,600
4788,14663,19057,649,599,1581,1159
4788,14663,97221,159,644,1250,600
4788,14663,97221,649,599,1581,1159
4788,14505,19054,428,590,1646,743
4788,14505,19055,428,590,1646,743
4788,14505,19056,428,590,1646,743
4788,14505,19057,428,590,1646,743
4788,14505,97221,428,590,1646,743
4788,13502,19054,958,848,2429,1302
4788,13502,19055,958,848,2429,1302
4788,13502,19056,958,848,2429,1302
4788,13502,19057,958,848,2429,1302
4788,13502,97221,958,848,2429,1302
4788,3241,19054,80,688,294,291
4788,3241,19055,80,688,294,291
4788,3241,19056,80,688,294,291
4788,3241,19057,80,688,294,291
4788,3241,97221,80,688,294,291
4788,14277,19054,182,315,1027,670
4788,14277,19055,182,315,1027,670
4788,14277,19056,182,315,1027,670
4788,14277,19057,182,315,1027,670
4788,14277,97221,182,315,1027,670
4788,1095,19054,582,236,667,55
